CustomId,Part Number,Colors,filename
3815,93595c01,"['Black', 'Dark Bluish Gray', 'Light Bluish Gray', 'White', 'Metallic Silver']",93595c01.dat
3816,98222,"['Blue', 'Bright Pink', 'Lavender', 'Light Aqua', 'Lime', 'Medium Azure', 'Reddish Brown', 'White', 'Yellow']",98222.dat
3817,98218,"['Bright Green', 'Bright Light Yellow', 'Dark Orange', 'Dark Pink', 'Lavender', 'Light Bluish Gray', 'Medium Azure', 'Red', 'Reddish Brown', 'White']",98218.dat
3818,98223,"['Black', 'Blue', 'Bright Green', 'Bright Light Yellow', 'Coral', 'Dark Azure', 'Dark Purple', 'Light Aqua', 'Light Bluish Gray', 'Lime', 'Magenta', 'Medium Azure', 'Medium Blue', 'Orange', 'Red', 'Reddish Brown', 'White', 'Yellow', 'Yellowish Green', 'Medium Nougat']",98223.dat
3819,44375b,"['Black', 'Bright Green', 'Dark Azure', 'Dark Blue', 'Dark Green', 'Dark Orange', 'Dark Pink', 'Dark Purple', 'Dark Red', 'Dark Turquoise', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Medium Azure', 'Medium Nougat', 'Olive Green', 'Red', 'Sand Green', 'Tan', 'White', 'Yellow', 'Trans-Clear', 'Trans-Orange', 'Trans-Yellow', 'Pearl Gold', 'Satin Trans-Brown', 'Satin Trans-Light Blue', 'Metallic Gold', 'Dark Bluish Gray']",44375b.dat
3820,98369,"['Black', 'Lime', 'Yellowish Green', 'Flat Silver']",98369.dat
3821,89849,"['Dark Blue', 'White']",89849.dat
3822,99774,"['Dark Bluish Gray', 'Dark Gray', 'Light Bluish Gray', 'Light Gray', 'White', 'Trans-Neon Orange']",99774.dat
3823,98370,"['Dark Bluish Gray', 'Light Bluish Gray', 'Flat Silver', 'Pearl Dark Gray', 'Pearl Gold', 'Pearl Light Gray', 'Black']",98370.dat
3824,98375,"['Dark Bluish Gray', 'Dark Orange', 'White', 'Flat Silver', 'Pearl Dark Gray']",98375.dat
3825,98374,"['Dark Brown', 'Dark Orange', 'Orange', 'Reddish Brown', 'Pearl Dark Gray']",98374.dat
3826,98262,"['Blue', 'Medium Azure', 'Red', 'White', 'Yellow', 'Trans-Dark Pink']",98262.dat
3827,93591,"['Magenta', 'Olive Green', 'Red', 'Sand Blue']",93591.dat
3828,92092,"['Dark Bluish Gray', 'Dark Tan', 'Red']",92092.dat
3829,98313,"['Black', 'Blue', 'Bright Light Orange', 'Dark Blue', 'Dark Bluish Gray', 'Dark Green', 'Dark Red', 'Dark Tan', 'Medium Azure', 'Medium Orange', 'Olive Green', 'Orange', 'Red', 'Reddish Brown', 'Very Light Gray', 'White', 'Yellow', 'Copper', 'Flat Silver', 'Pearl Dark Gray', 'Pearl Gold', 'Pearl Light Gold', 'Pearl Light Gray', 'Metallic Silver', 'Light Bluish Gray', 'Flat Dark Gold']",98313.dat
3830,98366,"['Flat Silver', 'Pearl Light Gray', 'Metallic Silver']",98366.dat
3831,98381,"['Bright Green', 'White']",98381.dat
3832,30089b,"['Black', 'Dark Azure', 'Lime', 'Red', 'Yellow']",30089b.dat
3833,92094,"['Black', 'Blue', 'Bright Light Yellow', 'Bright Pink', 'Dark Pink', 'Lavender', 'Lime', 'Medium Azure', 'Medium Blue', 'Red', 'Reddish Brown', 'White', 'Yellow']",92094.dat
3834,98252,"['Black', 'Bright Light Yellow', 'Dark Bluish Gray', 'Dark Pink', 'Light Aqua', 'Lime', 'Medium Azure', 'Medium Nougat', 'Neon Yellow', 'Red', 'Reddish Brown', 'White', 'Yellow']",98252.dat
3835,98989,"['Black', 'Light Bluish Gray']",98989.dat
3836,98224,"['Black', 'Blue', 'Bright Green', 'Coral', 'Dark Azure', 'Dark Purple', 'Lime', 'Medium Azure', 'Orange', 'Red', 'White', 'Yellow']",98224.dat
3837,93348,"['Black', 'Blue', 'Dark Blue', 'Dark Red', 'Light Bluish Gray', 'Red', 'Tan', 'White', 'Yellow']",93348.dat
3838,98225,"['Bright Light Yellow', 'Bright Pink', 'Dark Orange', 'Lime', 'Medium Nougat', 'Reddish Brown', 'Tan', 'White', 'Yellow']",98225.dat
3839,99784,"['Dark Blue', 'Light Bluish Gray', 'Light Gray', 'Trans-Clear', 'Trans-Dark Pink', 'Trans-Neon Orange', 'Trans-Yellow']",99784.dat
3840,92005,"['Medium Azure', 'Medium Lavender', 'Orange', 'Red']",92005.dat
3841,93219,"['Black', 'Red']",93219.dat
3842,99249,"['Green', 'Lime']",99249.dat
3843,99240,"['Black', 'Dark Bluish Gray', 'Dark Brown', 'Reddish Brown']",99240.dat
3844,10187,"['Black', 'Dark Tan', 'Green', 'Light Bluish Gray', 'Nougat', 'White', 'Flat Silver', 'Pearl Gold', 'Pearl Light Gray', 'Glow In Dark White']",10187.dat
3845,85983,"['Black', 'Dark Green', 'Dark Red', 'Light Bluish Gray', 'Medium Azure', 'Red', 'White']",85983.dat
3846,99780,"['Black', 'Blue', 'Bright Light Blue', 'Bright Light Yellow', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Green', 'Dark Orange', 'Dark Pink', 'Dark Red', 'Dark Tan', 'Dark Turquoise', 'Green', 'Light Aqua', 'Light Bluish Gray', 'Lime', 'Orange', 'Red', 'Reddish Brown', 'Sand Green', 'Tan', 'White', 'Yellow', 'Brown']",99780.dat
3847,99464,"['Black', 'Dark Blue', 'Dark Bluish Gray', 'Dark Green', 'Dark Purple', 'Dark Red', 'Lime', 'Olive Green', 'Red', 'Reddish Brown', 'Sand Blue', 'Yellow']",99464.dat
3848,91988,"['Black', 'Blue', 'Brown', 'Dark Blue', 'Dark Bluish Gray', 'Dark Pink', 'Dark Red', 'Dark Turquoise', 'Green', 'Light Bluish Gray', 'Light Gray', 'Red', 'Reddish Brown', 'Tan', 'White']",91988.dat
3849,75904,"['Light Aqua', 'Light Bluish Gray', 'Light Nougat', 'White']",75904.dat
3850,85983c01,"['Dark Green', 'Dark Red', 'Light Bluish Gray', 'Medium Azure', 'Red', 'White']",85983c01.dat
3851,74698,['Black'],74698.dat
3852,2850b,"['Green', 'Light Bluish Gray', 'Light Gray', 'Trans-Clear']",2850b.dat
3853,10907,"['Black', 'Dark Blue', 'Dark Bluish Gray', 'Dark Red', 'Sand Green', 'White']",10907.dat
3854,99207,"['Black', 'Blue', 'Bright Green', 'Bright Light Blue', 'Bright Light Orange', 'Bright Light Yellow', 'Bright Pink', 'Coral', 'Dark Blue', 'Dark Bluish Gray', 'Dark Pink', 'Dark Red', 'Dark Tan', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Medium Azure', 'Orange', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow']",99207.dat
3855,765,['Light Gray'],765.dat
3856,10113,"['Black', 'Blue', 'Bright Pink', 'Dark Blue', 'Dark Brown', 'Dark Red', 'Red', 'White', 'Flat Silver', 'Pearl Dark Gray', 'Pearl Gold', 'Dark Purple']",10113.dat
3857,99781,"['Black', 'Blue', 'Bright Light Blue', 'Bright Light Yellow', 'Bright Pink', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Dark Turquoise', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Medium Lavender', 'Orange', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow']",99781.dat
3858,98604,"['Black', 'Lime', 'White', 'Pearl Gold']",98604.dat
3859,11010,"['Chrome Gold', 'Pearl Gold']",11010.dat
3860,10053,"['Flat Silver', 'Light Bluish Gray']",10053.dat
3861,10050,"['Orange', 'Copper', 'Pearl Dark Gray', 'Pearl Gold', 'Reddish Copper']",10050.dat
3862,10054,"['Dark Brown', 'Flat Silver']",10054.dat
3863,10051,['Pearl Dark Gray'],10051.dat
3864,10052,"['Black', 'Light Bluish Gray', 'White', 'Pearl Gold']",10052.dat
3865,10048,"['Black', 'Dark Brown', 'Dark Orange', 'Medium Nougat', 'Reddish Brown']",10048.dat
3866,10049,['Pearl Dark Gray'],10049.dat
3867,10058,"['Magenta', 'Tan']",10058.dat
3868,98338,"['Flat Silver', 'Pearl Dark Gray']",98338.dat
3869,10288,"['Black', 'Dark Brown', 'Dark Tan']",10288.dat
3870,10197,"['Black', 'Bright Light Blue', 'Dark Bluish Gray', 'Orange']",10197.dat
3871,10202,"['Black', 'Bright Green', 'Dark Bluish Gray', 'Dark Green', 'Dark Turquoise', 'Green', 'Light Bluish Gray', 'Light Gray', 'Red', 'Reddish Brown', 'Tan', 'White']",10202.dat
3872,75937,"['Black', 'Dark Bluish Gray', 'Dark Gray', 'Dark Red', 'Light Bluish Gray', 'Medium Nougat', 'Sand Green', 'White', 'Flat Silver', 'Pearl Dark Gray', 'Pearl Gold', 'Metallic Silver']",75937.dat
3873,98127,['Pearl Dark Gray'],98127.dat
3874,99206,"['Black', 'Blue', 'Bright Light Blue', 'Bright Light Yellow', 'Brown', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Purple', 'Dark Red', 'Green', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Medium Blue', 'Medium Nougat', 'Orange', 'Red', 'Reddish Brown', 'Sand Blue', 'Sand Green', 'Tan', 'White', 'Yellow', 'Medium Azure']",99206.dat
3875,11203,"['Black', 'Bright Light Blue', 'Bright Light Orange', 'Bright Light Yellow', 'Bright Pink', 'Dark Blue', 'Dark Bluish Gray', 'Dark Red', 'Dark Tan', 'Light Bluish Gray', 'Magenta', 'Medium Blue', 'Medium Lavender', 'Medium Nougat', 'Red', 'Reddish Brown', 'Sand Green', 'Tan', 'White', 'Yellow']",11203.dat
3876,90397,"['Coral', 'Dark Red', 'Lime', 'Medium Azure', 'Orange', 'Sand Green', 'White', 'Dark Azure']",90397.dat
3877,89651,"['Black', 'Dark Blue', 'Dark Bluish Gray', 'Medium Blue']",89651.dat
3878,93087,['Black'],93087.dat
3879,99008,"['Tan', 'Dark Bluish Gray']",99008.dat
3880,99498c01,['Light Bluish Gray'],99498c01.dat
3881,98102,"['Trans-Clear', 'Trans-Yellow']",98102.dat
3882,99012,"['Black', 'Dark Bluish Gray', 'Red', 'Sand Blue', 'White']",99012.dat
3883,50990b,"['Black', 'Dark Bluish Gray', 'Dark Green', 'Dark Red', 'Light Bluish Gray', 'Sand Green', 'White', 'Trans-Clear']",50990b.dat
3884,99499c01,['Light Bluish Gray'],99499c01.dat
3885,98590,['Black'],98590.dat
3886,98577,['Dark Bluish Gray'],98577.dat
3887,98565,['Dark Bluish Gray'],98565.dat
3888,95674,"['Black', 'Light Bluish Gray', 'Magenta', 'Medium Azure', 'Medium Nougat', 'Reddish Brown']",95674.dat
3889,10124,"['Black', 'Bright Green', 'Dark Blue', 'Dark Tan', 'Light Bluish Gray', 'Lime', 'Medium Azure', 'Medium Lavender', 'Olive Green', 'Orange', 'Red', 'White']",10124.dat
3890,10154,"['Black', 'Bright Green', 'Dark Blue', 'Dark Tan', 'Light Nougat', 'Lime', 'Medium Azure', 'Medium Lavender', 'Olive Green', 'Orange', 'Red', 'White']",10154.dat
3891,10126,"['Black', 'Blue', 'Bright Green', 'Dark Brown', 'Dark Red', 'Dark Tan', 'Light Bluish Gray', 'Lime', 'Medium Azure', 'Medium Lavender', 'Medium Nougat', 'Olive Green', 'Red', 'Tan', 'White', 'Pearl Gold', 'Light Nougat']",10126.dat
3892,10127,"['Black', 'Blue', 'Bright Green', 'Dark Brown', 'Dark Red', 'Dark Tan', 'Light Bluish Gray', 'Lime', 'Medium Azure', 'Medium Lavender', 'Medium Nougat', 'Olive Green', 'Red', 'Tan', 'White', 'Pearl Gold', 'Light Nougat']",10127.dat
3893,10170,['Medium Nougat'],10170.dat
3894,11002,"['Black', 'Light Bluish Gray', 'Light Gray']",11002.dat
3895,10172,"['Flat Dark Gold', 'Flat Silver', 'Pearl Gold', 'Pearl Light Gold', 'Metallic Gold', 'Chrome Silver']",10172.dat
3896,10169,"['Black', 'Dark Brown', 'Dark Tan', 'Green', 'Medium Nougat', 'Red', 'Reddish Brown', 'White']",10169.dat
3897,93597,"['Magenta', 'Medium Blue', 'Red']",93597.dat
3898,74967,"['Black', 'Bright Green', 'Brown', 'Light Bluish Gray', 'Light Gray', 'Medium Blue', 'Red', 'Reddish Brown', 'White', 'Yellow']",74967.dat
3899,10183,"['Trans-Clear', 'Trans-Dark Pink', 'Trans-Light Blue', 'Trans-Medium Blue', 'Trans-Neon Orange', 'Trans-Brown']",10183.dat
3900,10303,"['Black', 'Dark Brown', 'Magenta', 'Medium Lavender', 'Reddish Brown', 'White']",10303.dat
3901,10884,"['Bright Green', 'Bright Light Orange', 'Dark Tan', 'Green', 'Lime', 'Magenta', 'Olive Green', 'Trans-Light Blue']",10884.dat
3902,10661,['Light Bluish Gray'],10661.dat
3903,11291,"['Black', 'Blue', 'Bright Green', 'Bright Light Orange', 'Dark Azure', 'Dark Bluish Gray', 'Dark Green', 'Dark Red', 'Green', 'Light Bluish Gray', 'Lime', 'Red', 'Tan', 'White', 'Yellow']",11291.dat
3904,92747,"['Trans-Light Blue', 'Trans-Purple']",92747.dat
3905,11100,"['Black', 'Dark Bluish Gray', 'Light Bluish Gray', 'Orange', 'Sand Blue', 'White', 'Pearl Gold']",11100.dat
3906,11156,"['Copper', 'Pearl Gold', 'Reddish Copper']",11156.dat
3907,11212,"['Black', 'Blue', 'Bright Light Orange', 'Bright Pink', 'Dark Blue', 'Dark Bluish Gray', 'Dark Green', 'Green', 'Light Bluish Gray', 'Lime', 'Olive Green', 'Red', 'Tan', 'White', 'Reddish Brown']",11212.dat
3908,76764,"['Trans-Light Blue', 'Trans-Purple', 'Flat Silver', 'Pearl Dark Gray', 'Pearl Gold']",76764.dat
3909,11833,"['Black', 'Bright Light Orange', 'Dark Blue', 'Dark Pink', 'Green', 'Lavender', 'Light Bluish Gray', 'Lime', 'Medium Lavender', 'Medium Nougat', 'Red', 'White', 'Trans-Clear', 'Trans-Light Blue', 'Trans-Neon Orange', 'Trans-Red', 'Satin Trans-Dark Pink']",11833.dat
3910,10928,"['Dark Bluish Gray', 'Light Bluish Gray', 'Red']",10928.dat
3911,98606,"['Pearl Dark Gray', 'Pearl Gold']",98606.dat
3912,11598,"['Trans-Neon Green', 'Trans-Purple', 'Pearl Dark Gray']",11598.dat
3913,11458,"['Black', 'Blue', 'Bright Light Blue', 'Bright Light Orange', 'Bright Light Yellow', 'Bright Pink', 'Brown', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Green', 'Dark Purple', 'Dark Red', 'Dark Turquoise', 'Light Bluish Gray', 'Medium Azure', 'Orange', 'Red', 'Reddish Brown', 'Sand Green', 'Tan', 'White', 'Yellow']",11458.dat
3914,11601,"['Bright Light Blue', 'Dark Red', 'Medium Blue', 'Trans-Light Blue', 'Trans-Yellow', 'Black']",11601.dat
3915,11211,"['Black', 'Blue', 'Bright Light Blue', 'Bright Light Yellow', 'Bright Pink', 'Dark Blue', 'Dark Bluish Gray', 'Dark Pink', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Green', 'Light Bluish Gray', 'Light Gray', 'Light Nougat', 'Lime', 'Medium Azure', 'Medium Nougat', 'Neon Yellow', 'Olive Green', 'Orange', 'Red', 'Reddish Brown', 'Sand Blue', 'Tan', 'White', 'Yellow']",11211.dat
3916,98835,"['Bright Green', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Brown', 'Green', 'Light Bluish Gray', 'Light Nougat', 'Medium Blue', 'Olive Green', 'Orange', 'Red', 'Sand Green', 'White', 'Yellow']",98835.dat
3917,11947,"['Black', 'Blue', 'Bright Light Orange', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Purple', 'Dark Tan', 'Dark Turquoise', 'Green', 'Light Bluish Gray', 'Lime', 'Medium Azure', 'Medium Blue', 'Neon Yellow', 'Olive Green', 'Orange', 'Red', 'Reddish Brown', 'Sand Green', 'Tan', 'White', 'Yellow']",11947.dat
3918,11946,"['Black', 'Blue', 'Bright Light Orange', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Purple', 'Dark Tan', 'Dark Turquoise', 'Green', 'Light Bluish Gray', 'Lime', 'Medium Azure', 'Neon Yellow', 'Olive Green', 'Orange', 'Red', 'Reddish Brown', 'Sand Green', 'Tan', 'White', 'Yellow']",11946.dat
3919,11267,"['Blue', 'Bright Light Yellow', 'Dark Brown', 'Dark Orange', 'Dark Pink', 'Dark Purple', 'Lavender', 'Light Aqua', 'Magenta', 'Medium Azure', 'Medium Lavender', 'Neon Yellow', 'Reddish Brown', 'Yellow', 'Pearl Gold']",11267.dat
3920,11213,"['Black', 'Blue', 'Bright Light Orange', 'Dark Azure', 'Dark Pink', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Green', 'Light Bluish Gray', 'Light Gray', 'Light Turquoise', 'Lime', 'Medium Azure', 'Medium Lavender', 'Medium Nougat', 'Orange', 'Tan', 'White', 'Yellow']",11213.dat
3921,11618,"['Bright Light Orange', 'Bright Pink', 'Dark Azure', 'Dark Pink', 'Dark Purple', 'Lavender', 'Magenta', 'Medium Azure', 'Medium Lavender']",11618.dat
3922,11610,"['Black', 'Bright Green', 'Dark Blue', 'Dark Bluish Gray', 'Dark Orange', 'Dark Pink', 'Light Bluish Gray', 'Tan', 'White', 'Flat Silver']",11610.dat
3923,11062,"['Black', 'Dark Green', 'Green', 'Red', 'White']",11062.dat
3924,92088,"['Black', 'Dark Bluish Gray', 'White']",92088.dat
3925,11299,"['Light Bluish Gray', 'White']",11299.dat
3926,11090,"['Black', 'Bright Green', 'Dark Blue', 'Dark Bluish Gray', 'Light Aqua', 'Light Bluish Gray', 'Magenta', 'Medium Nougat', 'Orange', 'Red', 'Reddish Brown', 'Sand Blue', 'Sand Green', 'Tan', 'White', 'Yellow', 'Flat Silver', 'Pearl Gold', 'Dark Green']",11090.dat
3927,13459,"['Black', 'Dark Blue', 'White']",13459.dat
3928,98130,"['Black', 'Dark Blue', 'Dark Bluish Gray']",98130.dat
3929,11609,"['Bright Light Orange', 'Dark Orange', 'Magenta', 'Medium Nougat', 'White', 'Yellow', 'Pearl Gold']",11609.dat
3930,11455,"['Black', 'Orange']",11455.dat
3931,11289,"['Black', 'Dark Green', 'Dark Turquoise', 'Trans-Light Blue', 'Trans-Neon Orange', 'Trans-Orange', 'Trans-Purple', 'Trans-Brown']",11289.dat
3932,11953,['Black'],11953.dat
3933,11091,"['Black', 'Brown', 'Dark Azure', 'Dark Blue', 'Dark Brown', 'Dark Purple', 'Dark Red', 'Purple', 'White', 'Pearl Gold']",11091.dat
3934,11089,"['Black', 'Brown', 'Dark Bluish Gray', 'Light Bluish Gray', 'Magenta', 'Reddish Brown', 'Sand Green', 'Tan', 'White', 'Flat Silver', 'Green']",11089.dat
3935,11097,"['Trans-Light Blue', 'Flat Silver', 'Pearl Gold', 'Pearl Dark Gray']",11097.dat
3936,11126,"['Black', 'Bright Light Orange', 'Dark Azure', 'Dark Purple', 'Green', 'Orange', 'Red', 'Yellow']",11126.dat
3937,11127,"['Trans-Dark Blue', 'Trans-Light Blue', 'Trans-Light Orange', 'Trans-Neon Orange', 'Trans-Orange', 'Pearl Gold', 'Trans-Bright Green', 'Trans-Neon Green', 'Trans-Red']",11127.dat
3938,11272,"['Dark Blue', 'Pearl Dark Gray', 'Pearl Light Gray']",11272.dat
3939,13269,"['Black', 'Blue', 'Bright Light Orange', 'Dark Blue', 'Dark Bluish Gray', 'Dark Green', 'Dark Purple', 'Dark Turquoise', 'Lime', 'Magenta', 'Olive Green', 'Orange', 'Red', 'White']",13269.dat
3940,11253,"['Black', 'Blue', 'Dark Pink', 'Dark Tan', 'Light Bluish Gray', 'Orange', 'Red', 'White', 'Flat Dark Gold', 'Flat Silver', 'Pearl Gold']",11253.dat
3941,11345,"['Medium Azure', 'Orange', 'Red', 'Yellow']",11345.dat
3942,11096,"['Flat Silver', 'Pearl Gold']",11096.dat
3943,98220,"['Red', 'Bright Light Orange', 'Dark Pink', 'Yellow']",98220.dat
3944,11250,['Reddish Brown'],11250.dat
3945,11103,"['Black', 'Flat Silver', 'Pearl Gold', 'Pearl Light Gray']",11103.dat
3946,11263,"['Blue', 'Bright Light Orange', 'Bright Light Yellow', 'Reddish Brown', 'White', 'Yellow']",11263.dat
3947,11255,['White'],11255.dat
3948,11605,"['Black', 'Reddish Brown']",11605.dat
3949,11438,"['Black', 'Dark Green', 'Dark Purple', 'Red', 'Trans-Orange', 'Flat Silver', 'Pearl Gold']",11438.dat
3950,11437,"['Black', 'Dark Green', 'Green', 'Red', 'Reddish Brown', 'Tan', 'Pearl Dark Gray', 'Pearl Gold']",11437.dat
3951,11252,"['White', 'Flat Silver']",11252.dat
3952,11256,"['Black', 'Bright Light Yellow', 'Dark Brown', 'Dark Orange', 'Lavender', 'Light Bluish Gray', 'Nougat', 'Orange', 'Reddish Brown', 'White']",11256.dat
3953,98100,"['Black', 'Dark Green', 'Dark Orange', 'Dark Pink', 'Dark Red', 'Dark Tan', 'Dark Turquoise', 'Green', 'Light Bluish Gray', 'Nougat', 'Tan', 'White', 'Pearl Gold']",98100.dat
3954,11094,['Black'],11094.dat
3955,11478,"['Black', 'Dark Blue', 'Dark Bluish Gray', 'Light Bluish Gray', 'Red', 'White', 'Yellow']",11478.dat
3956,11949,['Light Bluish Gray'],11949.dat
3957,11950,"['Light Bluish Gray', 'Pearl Gold']",11950.dat
3958,11198,"['Bright Light Yellow', 'Dark Pink', 'Lime', 'Medium Azure', 'Medium Blue', 'Red', 'White', 'Yellow']",11198.dat
3959,11216,['Dark Brown'],11216.dat
3960,11957,['Black'],11957.dat
3961,12618,"['Black', 'Light Bluish Gray', 'White', 'Flat Silver', 'Pearl Gold']",12618.dat
3962,74967c01,"['Black', 'Bright Green', 'Green', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Medium Blue', 'Orange', 'Red', 'Reddish Brown', 'White', 'Yellow']",74967c01.dat
3963,76766,"['Black', 'Blue', 'Dark Red', 'Light Bluish Gray', 'Light Gray', 'Neon Yellow', 'Orange', 'Red', 'White', 'Milky White']",76766.dat
3964,98302,"['Black', 'Dark Azure', 'Dark Bluish Gray', 'Dark Gray', 'Yellow', 'Blue']",98302.dat
3965,11233,"['Black', 'Light Bluish Gray']",11233.dat
3966,32023,['Black'],32023.dat
3967,13564,"['Black', 'Dark Bluish Gray', 'Dark Purple', 'Green', 'Red', 'Reddish Brown', 'White']",13564.dat
3968,11215,"['Black', 'Blue', 'Bright Light Orange', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Magenta', 'Medium Azure', 'Medium Nougat', 'Red', 'White', 'Yellow']",11215.dat
3969,30350b,"['Black', 'Blue', 'Bright Light Blue', 'Dark Blue', 'Dark Bluish Gray', 'Dark Green', 'Dark Purple', 'Dark Red', 'Green', 'Light Bluish Gray', 'Lime', 'Magenta', 'Medium Lavender', 'Medium Nougat', 'Orange', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow', 'Trans-Light Blue', 'Trans-Neon Orange', 'Flat Silver', 'Pearl Gold', 'Trans-Brown']",30350b.dat
3970,10247,"['Black', 'Blue', 'Dark Azure', 'Dark Bluish Gray', 'Light Bluish Gray', 'Light Gray', 'Red', 'Tan', 'White', 'Yellow']",10247.dat
3971,2339,"['Black', 'Blue', 'Brown', 'Dark Blue', 'Dark Bluish Gray', 'Dark Brown', 'Dark Gray', 'Dark Purple', 'Dark Tan', 'Dark Turquoise', 'Green', 'Lavender', 'Light Bluish Gray', 'Light Gray', 'Medium Lavender', 'Medium Nougat', 'Red', 'Reddish Brown', 'Tan', 'Very Light Gray', 'White', 'Yellow']",2339.dat
3972,76768,"['Black', 'Brown', 'Dark Bluish Gray', 'Dark Brown', 'Dark Gray', 'Dark Tan', 'Light Bluish Gray', 'Light Gray', 'Medium Lavender', 'Red', 'Reddish Brown', 'Tan', 'White']",76768.dat
3973,12939,"['Black', 'Blue', 'Bright Light Orange', 'Bright Light Yellow', 'Dark Blue', 'Dark Bluish Gray', 'Dark Purple', 'Dark Red', 'Light Bluish Gray', 'Light Gray', 'Medium Nougat', 'Red', 'Tan', 'White', 'Yellow', 'Light Aqua', 'Medium Orange']",12939.dat
3974,12884,['Light Bluish Gray'],12884.dat
3975,12889,"['Dark Red', 'Green']",12889.dat
3976,12897,"['Black', 'Dark Azure', 'Lime', 'Red']",12897.dat
3977,11399,"['Black', 'Dark Bluish Gray', 'Dark Pink', 'Red', 'Tan', 'White']",11399.dat
3978,12885,"['Black', 'Light Bluish Gray']",12885.dat
3979,13952,['Pearl Dark Gray'],13952.dat
3980,72475,"['Red', 'Trans-Clear', 'Trans-Light Blue', 'Trans-Brown']",72475.dat
3981,88517c02,"['Black', 'Dark Bluish Gray', 'Light Bluish Gray', 'Trans-Clear']",88517c02.dat
3982,13548,"['Black', 'Blue', 'Dark Azure', 'Dark Bluish Gray', 'Dark Brown', 'Dark Red', 'Dark Tan', 'Dark Turquoise', 'Green', 'Light Bluish Gray', 'Medium Blue', 'Medium Nougat', 'Red', 'Reddish Brown', 'Sand Green', 'White', 'Pearl Gold', 'Tan']",13548.dat
3983,13965,"['Black', 'Bright Light Blue', 'Bright Light Orange', 'Bright Light Yellow', 'Bright Pink', 'Brown', 'Dark Blue', 'Dark Brown', 'Dark Red', 'Dark Tan', 'Dark Turquoise', 'Lavender', 'Light Bluish Gray', 'Medium Azure', 'Medium Nougat', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellowish Green']",13965.dat
3984,11476,"['Aqua', 'Black', 'Blue', 'Bright Green', 'Bright Light Orange', 'Bright Pink', 'Dark Azure', 'Dark Orange', 'Dark Red', 'Green', 'Lavender', 'Light Aqua', 'Light Bluish Gray', 'Light Nougat', 'Lime', 'Magenta', 'Medium Azure', 'Medium Blue', 'Medium Nougat', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow', 'Brown']",11476.dat
3985,14045,"['Black', 'Dark Purple', 'Magenta']",14045.dat
3986,14682,"['Light Bluish Gray', 'Chrome Silver', 'Pearl Dark Gray', 'Pearl Gold']",14682.dat
3987,11303,"['Blue', 'Coral', 'Dark Blue', 'Dark Green', 'Dark Pink', 'Dark Red', 'Dark Tan', 'Dark Turquoise', 'Green', 'Red', 'Reddish Brown', 'White', 'Metallic Gold']",11303.dat
3988,13665,['Black'],13665.dat
3989,11477,"['Black', 'Blue', 'Bright Green', 'Bright Light Blue', 'Bright Light Orange', 'Bright Light Yellow', 'Bright Pink', 'Brown', 'Coral', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Brown', 'Dark Green', 'Dark Orange', 'Dark Pink', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Dark Turquoise', 'Green', 'Lavender', 'Light Aqua', 'Light Bluish Gray', 'Light Nougat', 'Lime', 'Magenta', 'Medium Azure', 'Medium Blue', 'Medium Lavender', 'Medium Nougat', 'Neon Yellow', 'Olive Green', 'Orange', 'Purple', 'Red', 'Reddish Brown', 'Sand Blue', 'Sand Green', 'Tan', 'White', 'Yellow', 'Yellowish Green', 'Trans-Light Blue', 'Trans-Yellow', 'Flat Silver', 'Pearl Light Gray', 'Satin Trans-Light Blue', 'Metallic Gold', 'Metallic Silver', 'Trans-Brown', 'Trans-Clear', 'Trans-Dark Blue']",11477.dat
3990,14413,"['Black', 'Light Bluish Gray', 'Red', 'White']",14413.dat
